	chembl_tid	entry	entry_name	protein_names	protein_families	organism	ec_number	gene_names(primary)	gene_ontology(molecular_function)	primary_name	#mmp	#mms	machine1	machine2
327	CHEMBL2062357	Q9UH92	MLX_HUMAN	Max-like protein X (Class D basic helix-loop-helix protein 13) (bHLHd13) (Max-like bHLHZip protein) (Protein BigMax) (Transcription factor-like protein 4)		Homo sapiens (Human)		MLX	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription factor binding [GO:0008134]	Max-like protein X	2	1	False	True
328	CHEMBL2292	Q13627	DYR1A_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 1A (EC 2.7.12.1) (Dual specificity YAK1-related kinase) (HP86) (Protein kinase minibrain homolog) (MNBH) (hMNB)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily	Homo sapiens (Human)	2.7.12.1	DYRK1A	actin binding [GO:0003779]; ATP binding [GO:0005524]; cytoskeletal protein binding [GO:0008092]; identical protein binding [GO:0042802]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein self-association [GO:0043621]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; protein tyrosine kinase activity [GO:0004713]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; transcription coactivator activity [GO:0003713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; tubulin binding [GO:0015631]	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	2	2	True	False
329	CHEMBL245	P20309	ACM3_HUMAN	Muscarinic acetylcholine receptor M3	G-protein coupled receptor 1 family, Muscarinic acetylcholine receptor subfamily, CHRM3 sub-subfamily	Homo sapiens (Human)		CHRM3	acetylcholine binding [GO:0042166]; G protein-coupled acetylcholine receptor activity [GO:0016907]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; phosphatidylinositol phospholipase C activity [GO:0004435]; signaling receptor activity [GO:0038023]	Muscarinic acetylcholine receptor M3	2	2	False	True
330	CHEMBL4225	P49760	CLK2_HUMAN	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily	Homo sapiens (Human)	2.7.12.1	CLK2	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	Dual specificity protein kinase CLK2	2	2	True	False
331	CHEMBL4224	P49759	CLK1_HUMAN	Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily	Homo sapiens (Human)	2.7.12.1	CLK1	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	Dual specificity protein kinase CLK1	2	2	False	True
332	CHEMBL4427	Q13258	PD2R_HUMAN	Prostaglandin D2 receptor (PGD receptor) (PGD2 receptor) (Prostanoid DP receptor)	G-protein coupled receptor 1 family	Homo sapiens (Human)		PTGDR	prostaglandin D receptor activity [GO:0004956]	Prostaglandin D2 receptor	2	2	True	False
333	CHEMBL4203	Q9HAZ1	CLK4_HUMAN	Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily	Homo sapiens (Human)	2.7.12.1	CLK4	ATP binding [GO:0005524]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	Dual specificity protein kinase CLK4	2	2	False	True
334	CHEMBL1821	P08173	ACM4_HUMAN	Muscarinic acetylcholine receptor M4	G-protein coupled receptor 1 family, Muscarinic acetylcholine receptor subfamily, CHRM4 sub-subfamily	Homo sapiens (Human)		CHRM4	G protein-coupled acetylcholine receptor activity [GO:0016907]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]	Muscarinic acetylcholine receptor M4	2	2	True	False
335	CHEMBL1287622	Q9Y468	LMBL1_HUMAN	Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog) (L3MBTL1)		Homo sapiens (Human)		L3MBTL1	chromatin binding [GO:0003682]; histone binding [GO:0042393]; identical protein binding [GO:0042802]; methylated histone binding [GO:0035064]; nucleosomal histone binding [GO:0031493]; nucleosome binding [GO:0031491]; SAM domain binding [GO:0032093]; zinc ion binding [GO:0008270]	Lethal(3)malignant brain tumor-like protein 1	2	2	False	True
336	CHEMBL3357	P51617	IRAK1_HUMAN	Interleukin-1 receptor-associated kinase 1 (IRAK-1) (EC 2.7.11.1)	Protein kinase superfamily, TKL Ser/Thr protein kinase family, Pelle subfamily	Homo sapiens (Human)	2.7.11.1	IRAK1	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; NF-kappaB-inducing kinase activity [GO:0004704]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	Interleukin-1 receptor-associated kinase 1	2	2	True	False
337	CHEMBL1958	P14060	3BHS1_HUMAN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type I) (3-beta-HSD I) (3-beta-hydroxy-5-ene steroid dehydrogenase) (3-beta-hydroxy-Delta(5)-steroid dehydrogenase) (EC 1.1.1.145) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Delta-5-3-ketosteroid isomerase) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Steroid Delta-isomerase) (EC 5.3.3.1) (Trophoblast antigen FDO161G)	3-beta-HSD family	Homo sapiens (Human)	1.1.1.145; 1.1.1.270; 1.1.1.210; 5.3.3.1	HSD3B1	3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; 3-keto sterol reductase activity [GO:0000253]; 5alpha-androstane-3beta,17beta-diol dehydrogenase activity [GO:0047024]; cholesterol dehydrogenase activity [GO:0102294]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; steroid delta-isomerase activity [GO:0004769]	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1	2	1	False	True
338	CHEMBL4393	P39900	MMP12_HUMAN	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12)	Peptidase M10A family	Homo sapiens (Human)	3.4.24.65	MMP12	calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; core promoter sequence-specific DNA binding [GO:0001046]; endopeptidase activity [GO:0004175]; metalloendopeptidase activity [GO:0004222]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; zinc ion binding [GO:0008270]	Macrophage metalloelastase	2	2	True	False
339	CHEMBL3145	P42338	PK3CB_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta)	PI3/PI4-kinase family	Homo sapiens (Human)	2.7.1.153	PIK3CB	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4-phosphate 3-kinase activity [GO:0035005]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphatidylinositol-3,4-bisphosphate 5-kinase activity [GO:0052812]; phosphatidylinositol 3-kinase activity [GO:0035004]; phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; phosphatidylinositol kinase activity [GO:0052742]	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	2	2	False	True
340	CHEMBL1957	P08069	IGF1R_HUMAN	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily	Homo sapiens (Human)	2.7.10.1	IGF1R	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; insulin-activated receptor activity [GO:0005009]; insulin binding [GO:0043559]; insulin-like growth factor-activated receptor activity [GO:0005010]; insulin-like growth factor binding [GO:0005520]; insulin-like growth factor I binding [GO:0031994]; insulin receptor binding [GO:0005158]; insulin receptor substrate binding [GO:0043560]; phosphatidylinositol 3-kinase binding [GO:0043548]; protein transporter activity [GO:0140318]; protein tyrosine kinase activity [GO:0004713]; structural molecule activity [GO:0005198]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	Insulin-like growth factor 1 receptor	2	2	True	False
341	CHEMBL1861	P32754	HPPD_HUMAN	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase)	4HPPD family	Homo sapiens (Human)	1.13.11.27	HPD	4-hydroxyphenylpyruvate dioxygenase activity [GO:0003868]; metal ion binding [GO:0046872]	4-hydroxyphenylpyruvate dioxygenase	2	2	False	True
342	CHEMBL1787	P18405	S5A1_HUMAN	3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.1.22) (SR type 1) (Steroid 5-alpha-reductase 1) (S5AR 1)	Steroid 5-alpha reductase family	Homo sapiens (Human)	1.3.1.22	SRD5A1	3-oxo-5-alpha-steroid 4-dehydrogenase activity [GO:0003865]; amide binding [GO:0033218]; cholestenone 5-alpha-reductase activity [GO:0047751]; electron transfer activity [GO:0009055]; NADPH binding [GO:0070402]; oxidoreductase activity [GO:0016491]; progesterone 5-alpha-reductase activity [GO:0050213]	3-oxo-5-alpha-steroid 4-dehydrogenase 1	2	1	True	False
343	CHEMBL4640	O60658	PDE8A_HUMAN	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A (EC 3.1.4.53)	Cyclic nucleotide phosphodiesterase family, PDE8 subfamily	Homo sapiens (Human)	3.1.4.53	PDE8A	3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; 3',5'-cyclic-GMP phosphodiesterase activity [GO:0047555]; 3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A	2	1	False	True
344	CHEMBL4073	P09237	MMP7_HUMAN	Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase)	Peptidase M10A family	Homo sapiens (Human)	3.4.24.23	MMP7	endopeptidase activity [GO:0004175]; heparin binding [GO:0008201]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; serine-type endopeptidase activity [GO:0004252]; zinc ion binding [GO:0008270]	Matrilysin	2	2	True	False
345	CHEMBL4608	P33032	MC5R_HUMAN	Melanocortin receptor 5 (MC5-R) (MC-2)	G-protein coupled receptor 1 family	Homo sapiens (Human)		MC5R	G protein-coupled receptor activity [GO:0004930]; hormone binding [GO:0042562]; melanocortin receptor activity [GO:0004977]	Melanocortin receptor 5	2	2	False	True
346	CHEMBL3596075	P15907	SIAT1_HUMAN	Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.99.1) (B-cell antigen CD75) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1)	Glycosyltransferase 29 family	Homo sapiens (Human)	2.4.99.1	ST6GAL1	beta-galactoside alpha-2,6-sialyltransferase activity [GO:0003835]; protein homodimerization activity [GO:0042803]; sialyltransferase activity [GO:0008373]	Beta-galactoside alpha-2,6-sialyltransferase 1	2	1	True	False
347	CHEMBL4531	P17931	LEG3_HUMAN	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)		Homo sapiens (Human)		LGALS3	carbohydrate binding [GO:0030246]; chemoattractant activity [GO:0042056]; IgE binding [GO:0019863]; laminin binding [GO:0043236]; oligosaccharide binding [GO:0070492]; protein phosphatase binding [GO:0019903]; protein phosphatase inhibitor activity [GO:0004864]; RNA binding [GO:0003723]	Galectin-3	2	1	False	True
348	CHEMBL5579	O14578	CTRO_HUMAN	Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)	Protein kinase superfamily, AGC Ser/Thr protein kinase family	Homo sapiens (Human)	2.7.11.1	CIT	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; PDZ domain binding [GO:0030165]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine kinase inhibitor activity [GO:0030291]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; scaffold protein binding [GO:0097110]; SH3 domain binding [GO:0017124]; transcription coactivator binding [GO:0001223]	Citron Rho-interacting kinase	2	2	True	False
349	CHEMBL1936	P10721	KIT_HUMAN	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117)	Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily	Homo sapiens (Human)	2.7.10.1	KIT	ATP binding [GO:0005524]; cytokine binding [GO:0019955]; metal ion binding [GO:0046872]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]; protein tyrosine kinase activity [GO:0004713]; SH2 domain binding [GO:0042169]; stem cell factor receptor activity [GO:0005020]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	Mast/stem cell growth factor receptor Kit	2	2	False	True
350	CHEMBL1795185	Q58F21	BRDT_HUMAN	Bromodomain testis-specific protein (Cancer/testis antigen 9) (CT9) (RING3-like protein)		Homo sapiens (Human)		BRDT	histone binding [GO:0042393]; lysine-acetylated histone binding [GO:0070577]; transcription coactivator activity [GO:0003713]	Bromodomain testis-specific protein	2	2	True	False
351	CHEMBL3391	P26639	SYTC_HUMAN	Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)	Class-II aminoacyl-tRNA synthetase family	Homo sapiens (Human)	6.1.1.3	TARS1	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	Threonine--tRNA ligase 1, cytoplasmic	2	2	False	True
352	CHEMBL5776	O43318	M3K7_HUMAN	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily	Homo sapiens (Human)	2.7.11.25	MAP3K7	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; MAP kinase kinase kinase activity [GO:0004709]; MAP kinase kinase kinase kinase activity [GO:0008349]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; receptor tyrosine kinase binding [GO:0030971]; scaffold protein binding [GO:0097110]	Mitogen-activated protein kinase kinase kinase 7	2	2	True	False
353	CHEMBL3117	P35790	CHKA_HUMAN	Choline kinase alpha (CK) (EC 2.7.1.32) (CHETK-alpha) (Ethanolamine kinase) (EK) (EC 2.7.1.82)	Choline/ethanolamine kinase family	Homo sapiens (Human)	2.7.1.32; 2.7.1.82	CHKA	ATP binding [GO:0005524]; choline binding [GO:0033265]; choline kinase activity [GO:0004103]; cholinesterase activity [GO:0004104]; drug binding [GO:0008144]; ethanolamine kinase activity [GO:0004305]; identical protein binding [GO:0042802]	Choline kinase alpha	1	1	False	True
354	CHEMBL4444	P04070	PROC_HUMAN	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	Peptidase S1 family	Homo sapiens (Human)	3.4.21.69	PROC	calcium ion binding [GO:0005509]; serine-type endopeptidase activity [GO:0004252]	Vitamin K-dependent protein C	1	1	True	False
355	CHEMBL2996	Q05655	KPCD_HUMAN	Protein kinase C delta type (EC 2.7.11.13) (Tyrosine-protein kinase PRKCD) (EC 2.7.10.2) (nPKC-delta) [Cleaved into: Protein kinase C delta type regulatory subunit; Protein kinase C delta type catalytic subunit (Sphingosine-dependent protein kinase-1) (SDK1)]	Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily	Homo sapiens (Human)	2.7.11.13; 2.7.10.2	PRKCD	ATP binding [GO:0005524]; calcium-dependent protein kinase C activity [GO:0004698]; calcium-independent protein kinase C activity [GO:0004699]; enzyme activator activity [GO:0008047]; enzyme binding [GO:0019899]; insulin receptor substrate binding [GO:0043560]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein kinase C activity [GO:0004697]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	Protein kinase C delta type	1	1	False	True
